Input Number, Run_Number, Result@ 100, X1, Y, X2, X1*, Y*, X2*
In01, Run: 001, P, 1, 114, 0
In01, Run: 075, P, 0, 117, 0
In01, Run: 076, P, 1, 117, 0
In01, Run: 077, F, 2, 110, 0
In01, Run: 078, P, 1, 115, 0
In01, Run: 079, F, 0, 110, 0
In01, Run: 080, F, 2, 107, 0
In01, Run: 081, P, 1, 119, 1
In01, Run: 082, P, 1, 108, 0
In01, Run: 083, F, 0, 96, 0
In01, Run: 084, P, 1, 98, 0
In01, Run: 085, P, 0, 115, 0
In01, Run: 086, P, 0, 106, 0
In01, Run: 087, P, 1, 115, 0
In01, Run: 088, P, 2, 125, 0
In01, Run: 089, F, 1, 100, 0
In01, Run: 090, P, 1, 122, 0
In01, Run: 091, P, 0, 117, 0
In01, Run: 092, F, 1, 105, 0
In01, Run: 093, F, 3, 110, 0
In01, Run: 094, P, 3, 122, 0
In01, Run: 095, P, 4, 115, 0
In01, Run: 096, P, 2, 114, 0
In01, Run: 097, P, 1, 111, 0
In01, Run: 098, P, 1, 110, 0
In01, Run: 099, P, 1, 104, 0
In01, Run: 100, P, 1, 130, 0
In02, Run: 001, P, 2, 106, 0
In02, Run: 002, P, 1, 97, 0
In02, Run: 003, P, 1, 96, 0
In02, Run: 004, P, 1, 120, 0
In02, Run: 005, P, 2, 117, 0
In02, Run: 006, P, 0, 108, 0
In02, Run: 007, F, 2, 91, 0
In02, Run: 008, P, 1, 120, 0
In02, Run: 009, F, 1, 111, 0
In02, Run: 010, P, 2, 102, 0
In02, Run: 011, P, 0, 135, 0
In02, Run: 012, P, 0, 126, 0
In02, Run: 013, P, 1, 122, 0
In02, Run: 014, P, 1, 112, 0
In02, Run: 015, P, 1, 110, 0
In02, Run: 016, P, 3, 120, 0
In02, Run: 017, P, 2, 99, 0
In02, Run: 018, P, 1, 108, 0
In02, Run: 019, P, 0, 119, 0
In02, Run: 020, P, 2, 114, 0
In02, Run: 021, P, 1, 118, 0
In02, Run: 022, P, 3, 110, 0
In02, Run: 023, P, 1, 124, 0
In02, Run: 024, P, 2, 113, 0
In02, Run: 025, P, 2, 102, 0
In02, Run: 026, P, 0, 114, 0
In02, Run: 027, F, 1, 104, 0
In02, Run: 028, P, 0, 113, 0
In02, Run: 029, F, 1, 103, 0
In02, Run: 030, P, 0, 118, 0
In02, Run: 031, P, 0, 121, 0
In02, Run: 032, F, 2, 92, 0
In02, Run: 033, F, 0, 101, 0
In02, Run: 034, P, 1, 117, 1
In02, Run: 035, P, 5, 110, 0
In02, Run: 036, F, 1, 100, 0
In02, Run: 037, P, 0, 106, 0
In02, Run: 038, F, 0, 107, 0
In02, Run: 039, F, 0, 92, 0
In02, Run: 040, P, 2, 118, 0
In02, Run: 041, P, 0, 107, 0
In02, Run: 042, P, 2, 102, 0
In02, Run: 043, F, 0, 100, 0
In02, Run: 044, P, 0, 112, 0
In02, Run: 045, F, 1, 99, 0
In02, Run: 046, P, 0, 107, 0
In02, Run: 047, P, 2, 105, 0
In02, Run: 048, P, 2, 115, 0
In02, Run: 049, P, 0, 117, 0
In02, Run: 050, P, 0, 110, 0
In02, Run: 051, F, 0, 90, 0
In02, Run: 052, P, 0, 119, 0
In02, Run: 053, P, 0, 114, 0
In02, Run: 054, F, 0, 95, 0
In02, Run: 055, P, 1, 116, 0
In02, Run: 056, P, 1, 101, 0
In02, Run: 057, F, 0, 100, 0
In02, Run: 058, F, 2, 90, 0
In02, Run: 059, P, 0, 109, 0
In02, Run: 060, P, 1, 125, 0
In02, Run: 061, P, 0, 109, 0
In02, Run: 062, F, 3, 103, 0
In02, Run: 063, P, 0, 101, 0
In02, Run: 064, P, 1, 104, 0
In02, Run: 065, F, 0, 97, 0
In02, Run: 066, P, 3, 132, 0
In02, Run: 067, P, 0, 120, 0
In02, Run: 068, P, 1, 113, 0
In02, Run: 069, F, 0, 101, 0
In02, Run: 070, F, 0, 89, 0
In02, Run: 071, P, 1, 109, 0
In02, Run: 072, P, 0, 100, 0
In02, Run: 073, P, 1, 107, 0
In02, Run: 074, F, 2, 93, 0
In02, Run: 075, F, 0, 79, 0
In02, Run: 076, F, 1, 101, 0
In02, Run: 077, P, 2, 110, 0
In02, Run: 078, F, 2, 113, 0
In02, Run: 079, P, 1, 106, 0
In02, Run: 080, P, 1, 121, 0
In02, Run: 081, F, 1, 102, 0
In02, Run: 082, F, 4, 88, 0
In02, Run: 083, F, 0, 97, 0
In02, Run: 084, P, 1, 105, 0
In02, Run: 085, F, 1, 125, 0
In02, Run: 086, P, 0, 111, 0
In02, Run: 087, F, 1, 90, 0
In02, Run: 088, F, 0, 93, 0
In02, Run: 089, F, 0, 101, 0
In02, Run: 090, F, 1, 107, 0
In02, Run: 091, F, 0, 95, 0
In02, Run: 092, P, 0, 101, 0
In02, Run: 093, P, 0, 103, 0
In02, Run: 094, P, 0, 112, 0
In02, Run: 095, P, 0, 126, 0
In02, Run: 096, P, 1, 108, 0
In02, Run: 097, F, 0, 85, 0
In02, Run: 098, P, 2, 123, 0
In02, Run: 099, P, 0, 112, 0
In02, Run: 100, P, 0, 110, 0
In03, Run: 001, P, 0, 116, 0
In03, Run: 002, P, 0, 95, 0
In03, Run: 003, F, 2, 80, 0
In03, Run: 004, F, 0, 92, 0
In03, Run: 005, P, 2, 92, 0
In03, Run: 006, P, 2, 114, 0
In03, Run: 007, P, 0, 112, 0
In03, Run: 008, P, 0, 119, 0
In03, Run: 009, P, 1, 100, 0
In03, Run: 010, P, 0, 104, 0
In03, Run: 011, P, 2, 123, 0
In03, Run: 012, F, 0, 97, 0
In03, Run: 013, F, 2, 91, 0
In03, Run: 014, P, 1, 109, 0
In03, Run: 015, F, 1, 88, 0
In03, Run: 016, F, 1, 81, 0
In03, Run: 017, F, 0, 88, 0
In03, Run: 018, P, 1, 123, 0
In03, Run: 019, F, 2, 103, 0
In03, Run: 020, F, 2, 100, 0
In03, Run: 021, F, 1, 102, 0
In03, Run: 022, P, 3, 99, 0
In03, Run: 023, F, 2, 96, 0
In03, Run: 024, F, 0, 93, 0
In03, Run: 025, F, 0, 99, 0
In03, Run: 026, P, 0, 122, 0
In03, Run: 027, P, 1, 109, 0
In03, Run: 028, F, 0, 99, 0
In03, Run: 029, P, 2, 109, 0
In03, Run: 030, F, 0, 114, 0
In03, Run: 031, F, 1, 97, 0
In03, Run: 032, F, 0, 100, 0
In03, Run: 033, F, 0, 100, 0
In03, Run: 034, P, 0, 93, 0
In03, Run: 035, P, 2, 100, 0
In03, Run: 036, F, 1, 76, 0
In03, Run: 037, P, 0, 117, 0
In03, Run: 038, F, 1, 92, 0
In03, Run: 039, F, 1, 109, 0
In03, Run: 040, P, 0, 99, 0
In03, Run: 041, F, 2, 102, 0
In03, Run: 042, F, 1, 79, 0
In03, Run: 043, F, 1, 107, 0
In03, Run: 044, P, 1, 113, 0
In03, Run: 045, P, 1, 111, 0
In03, Run: 046, P, 0, 114, 0
In03, Run: 047, P, 1, 116, 0
In03, Run: 048, F, 0, 96, 0
In03, Run: 049, P, 3, 109, 0
In03, Run: 050, F, 0, 95, 0
In03, Run: 051, P, 1, 104, 0
In03, Run: 052, P, 1, 118, 0
In03, Run: 053, P, 0, 97, 0
In03, Run: 054, P, 0, 111, 0
In03, Run: 055, P, 0, 110, 0
In03, Run: 056, P, 1, 98, 0
In03, Run: 057, F, 1, 90, 0
In03, Run: 058, F, 1, 103, 0
In03, Run: 059, F, 1, 87, 0
In03, Run: 060, P, 2, 105, 0
In03, Run: 061, F, 1, 96, 0
In03, Run: 062, F, 0, 114, 0
In03, Run: 063, P, 1, 112, 0
In03, Run: 064, P, 0, 108, 0
In03, Run: 065, P, 0, 115, 0
In03, Run: 066, F, 2, 111, 0
In03, Run: 067, P, 1, 104, 0
In03, Run: 068, P, 0, 107, 0
In03, Run: 069, P, 2, 93, 0
In03, Run: 070, F, 1, 97, 0
In03, Run: 071, F, 0, 90, 0
In03, Run: 072, P, 0, 103, 0
In03, Run: 073, P, 4, 114, 0
In03, Run: 074, F, 0, 100, 0
In03, Run: 075, P, 0, 103, 0
In03, Run: 076, F, 1, 95, 0
In03, Run: 077, P, 1, 99, 0
In03, Run: 078, F, 1, 93, 0
In03, Run: 079, P, 3, 132, 0
In03, Run: 080, P, 1, 123, 0
In03, Run: 081, F, 1, 89, 0
In03, Run: 082, P, 0, 101, 0
In03, Run: 083, F, 1, 95, 0
In03, Run: 084, F, 1, 94, 0
In03, Run: 085, P, 2, 111, 0
In03, Run: 086, P, 0, 108, 0
In03, Run: 087, P, 2, 116, 1
In03, Run: 088, P, 2, 116, 0
In03, Run: 089, P, 0, 100, 0
In03, Run: 090, P, 2, 101, 0
In03, Run: 091, P, 1, 107, 0
In03, Run: 092, P, 2, 106, 0
In03, Run: 093, P, 1, 117, 0
In03, Run: 094, P, 0, 124, 0
In03, Run: 095, P, 2, 115, 0
In03, Run: 096, F, 1, 99, 0
In03, Run: 097, P, 2, 106, 0
In03, Run: 098, F, 0, 102, 0
In03, Run: 099, P, 3, 104, 0
In03, Run: 100, P, 0, 107, 0
In04, Run: 001, P, 1, 145, 0
In04, Run: 002, P, 2, 154, 0
In04, Run: 003, P, 1, 154, 0
In04, Run: 004, P, 4, 147, 0
In04, Run: 005, P, 2, 146, 0
In04, Run: 006, P, 1, 130, 0
In04, Run: 007, P, 0, 130, 0
In04, Run: 008, P, 0, 125, 0
In04, Run: 009, P, 0, 138, 0
In04, Run: 010, P, 1, 127, 0
In04, Run: 011, F, 2, 133, 0
In04, Run: 012, P, 3, 145, 0
In04, Run: 013, P, 1, 149, 0
In04, Run: 014, P, 1, 137, 0
In04, Run: 015, P, 3, 127, 0
In04, Run: 016, P, 1, 137, 0
In04, Run: 017, P, 1, 138, 0
In04, Run: 018, P, 0, 124, 0
In04, Run: 019, P, 2, 145, 0
In04, Run: 020, P, 0, 129, 0
In04, Run: 021, P, 0, 136, 0
In04, Run: 022, P, 0, 138, 0
In04, Run: 023, P, 3, 130, 0
In04, Run: 024, P, 0, 125, 0
In04, Run: 025, P, 1, 137, 0
In04, Run: 026, P, 1, 139, 0
In04, Run: 027, P, 0, 134, 0
In04, Run: 028, P, 0, 135, 0
In04, Run: 029, P, 0, 141, 0
In04, Run: 030, P, 0, 127, 0
In04, Run: 031, P, 1, 152, 0
In04, Run: 032, P, 1, 131, 0
In04, Run: 033, P, 1, 140, 0
In04, Run: 034, P, 0, 130, 0
In04, Run: 035, P, 1, 148, 0
In04, Run: 036, P, 1, 149, 0
In04, Run: 037, P, 2, 167, 0
In04, Run: 038, P, 1, 142, 0
In04, Run: 039, P, 1, 138, 0
In04, Run: 040, P, 1, 132, 0
In04, Run: 041, P, 2, 152, 0
In04, Run: 042, P, 0, 130, 0
In04, Run: 043, P, 1, 152, 0
In04, Run: 044, P, 1, 132, 0
In04, Run: 045, P, 2, 128, 0
In04, Run: 046, P, 1, 158, 0
In04, Run: 047, P, 0, 138, 0
In04, Run: 048, P, 1, 134, 0
In04, Run: 049, P, 0, 135, 0
In04, Run: 050, P, 0, 130, 0
In04, Run: 051, P, 1, 145, 0
In04, Run: 052, P, 0, 142, 0
In04, Run: 053, P, 1, 130, 0
In04, Run: 054, F, 1, 123, 0
In04, Run: 055, P, 0, 128, 0
In04, Run: 056, P, 1, 141, 0
In04, Run: 057, P, 0, 125, 0
In04, Run: 058, P, 1, 122, 0
In04, Run: 059, P, 0, 124, 0
In04, Run: 060, P, 1, 140, 0
In04, Run: 061, P, 0, 146, 0
In04, Run: 062, P, 1, 154, 0
In04, Run: 063, P, 3, 126, 0
In04, Run: 064, F, 1, 118, 0
In04, Run: 065, P, 0, 126, 0
In04, Run: 066, P, 1, 155, 0
In04, Run: 067, P, 1, 142, 0
In04, Run: 068, P, 0, 130, 0
In04, Run: 069, P, 1, 135, 0
In04, Run: 070, P, 3, 148, 0
In04, Run: 071, P, 1, 140, 0
In04, Run: 072, P, 1, 162, 0
In04, Run: 073, P, 0, 128, 0
In04, Run: 074, P, 0, 144, 0
In04, Run: 075, P, 0, 128, 0
In04, Run: 076, P, 0, 141, 0
In04, Run: 077, P, 1, 145, 0
In04, Run: 078, P, 1, 147, 0
In04, Run: 079, P, 2, 128, 0
In04, Run: 080, P, 0, 139, 0
In04, Run: 081, P, 2, 144, 0
In04, Run: 082, F, 3, 131, 0
In04, Run: 083, P, 2, 135, 0
In04, Run: 084, P, 2, 150, 0
In04, Run: 085, P, 0, 141, 0
In04, Run: 086, P, 0, 153, 0
In04, Run: 087, P, 2, 141, 0
In04, Run: 088, P, 1, 128, 0
In04, Run: 089, P, 1, 129, 0
In04, Run: 090, P, 1, 141, 0
In04, Run: 091, P, 1, 161, 0
In04, Run: 092, P, 2, 140, 0
In04, Run: 093, P, 0, 151, 0
In04, Run: 094, P, 0, 139, 0
In04, Run: 095, P, 1, 138, 0
In04, Run: 096, P, 0, 133, 0
In04, Run: 097, P, 1, 132, 0
In04, Run: 098, P, 1, 133, 0
In04, Run: 099, P, 2, 140, 0
In04, Run: 100, P, 1, 131, 0
In05, Run: 001, F, 0, 89, 0
In05, Run: 002, P, 4, 108, 0
In05, Run: 003, P, 3, 103, 0
In05, Run: 004, P, 1, 122, 0
In05, Run: 005, P, 0, 101, 0
In05, Run: 006, P, 0, 115, 0
In05, Run: 007, P, 1, 124, 0
In05, Run: 008, P, 1, 97, 0
In05, Run: 009, F, 2, 98, 0
In05, Run: 010, P, 0, 102, 0
In05, Run: 011, P, 1, 122, 0
In05, Run: 012, P, 3, 113, 0
In05, Run: 013, F, 2, 98, 0
In05, Run: 014, P, 1, 109, 0
In05, Run: 015, F, 0, 93, 0
In05, Run: 016, P, 1, 107, 0
In05, Run: 017, P, 1, 121, 0
In05, Run: 018, P, 5, 111, 0
In05, Run: 019, P, 0, 95, 0
In05, Run: 020, F, 1, 100, 0
In05, Run: 021, P, 1, 116, 0
In05, Run: 022, P, 1, 103, 0
In05, Run: 023, P, 2, 118, 0
In05, Run: 024, F, 0, 87, 0
In05, Run: 025, F, 0, 93, 0
In05, Run: 026, F, 1, 93, 0
In05, Run: 027, F, 2, 102, 0
In05, Run: 028, P, 1, 116, 0
In05, Run: 029, P, 0, 128, 0
In05, Run: 030, P, 0, 114, 0
In05, Run: 031, P, 2, 118, 0
In05, Run: 032, P, 0, 120, 0
In05, Run: 033, F, 1, 97, 0
In05, Run: 034, P, 0, 120, 0
In05, Run: 035, P, 0, 118, 0
In05, Run: 036, P, 1, 106, 0
In05, Run: 037, P, 1, 116, 0
In05, Run: 038, P, 1, 126, 0
In05, Run: 039, F, 2, 91, 0
In05, Run: 040, F, 1, 114, 0
In05, Run: 041, P, 1, 111, 0
In05, Run: 042, F, 1, 97, 0
In05, Run: 043, F, 1, 82, 0
In05, Run: 044, F, 0, 93, 0
In05, Run: 045, F, 2, 98, 0
In05, Run: 046, P, 0, 105, 0
In05, Run: 047, P, 1, 96, 0
In05, Run: 048, P, 0, 108, 0
In05, Run: 049, P, 2, 102, 1
In05, Run: 050, P, 2, 122, 0
In05, Run: 051, F, 0, 106, 0
In05, Run: 052, P, 2, 102, 0
In05, Run: 053, P, 1, 111, 0
In05, Run: 054, P, 0, 99, 0
In05, Run: 055, F, 1, 106, 0
In05, Run: 056, P, 0, 116, 0
In05, Run: 057, P, 2, 116, 0
In05, Run: 058, P, 0, 107, 0
In05, Run: 059, P, 1, 117, 0
In05, Run: 060, P, 2, 115, 0
In05, Run: 061, P, 0, 108, 0
In05, Run: 062, F, 1, 98, 0
In05, Run: 063, F, 0, 82, 0
In05, Run: 064, P, 2, 114, 0
In05, Run: 065, P, 1, 115, 0
In05, Run: 066, F, 1, 86, 0
In05, Run: 067, F, 1, 91, 0
In05, Run: 068, P, 1, 118, 0
In05, Run: 069, P, 0, 111, 0
In05, Run: 070, P, 1, 116, 0
In05, Run: 071, P, 2, 109, 0
In05, Run: 072, F, 2, 89, 0
In05, Run: 073, P, 0, 112, 0
In05, Run: 074, P, 3, 110, 0
In05, Run: 075, F, 0, 104, 0
In05, Run: 076, P, 0, 109, 0
In05, Run: 077, P, 1, 109, 0
In05, Run: 078, F, 2, 87, 0
In05, Run: 079, F, 0, 101, 0
In05, Run: 080, P, 0, 121, 0
In05, Run: 081, P, 2, 110, 0
In05, Run: 082, F, 1, 91, 0
In05, Run: 083, F, 2, 103, 0
In05, Run: 084, P, 0, 123, 0
In05, Run: 085, P, 0, 108, 0
In05, Run: 086, P, 1, 109, 0
In05, Run: 087, P, 2, 99, 0
In05, Run: 088, P, 1, 112, 0
In05, Run: 089, F, 2, 99, 0
In05, Run: 090, P, 2, 98, 0
In05, Run: 091, F, 2, 104, 0
In05, Run: 092, P, 0, 103, 0
In05, Run: 093, F, 0, 94, 0
In05, Run: 094, P, 2, 112, 0
In05, Run: 095, P, 0, 110, 0
In05, Run: 096, P, 1, 121, 0
In05, Run: 097, P, 2, 97, 0
In05, Run: 098, F, 1, 100, 0
In05, Run: 099, P, 0, 104, 0
In05, Run: 100, P, 1, 107, 0
In06, Run: 001, P, 2, 121, 0
In06, Run: 002, P, 0, 112, 0
In06, Run: 003, P, 2, 118, 0
In06, Run: 004, P, 0, 137, 0
In06, Run: 005, P, 2, 117, 0
In06, Run: 006, P, 0, 130, 0
In06, Run: 007, P, 2, 121, 0
In06, Run: 008, P, 1, 127, 0
In06, Run: 009, P, 4, 116, 0
In06, Run: 010, P, 1, 118, 0
In06, Run: 011, P, 2, 134, 0
In06, Run: 012, P, 2, 118, 0
In06, Run: 013, P, 2, 128, 0
In06, Run: 014, P, 1, 125, 0
In06, Run: 015, P, 1, 111, 0
In06, Run: 016, F, 2, 114, 0
In06, Run: 017, F, 1, 101, 0
In06, Run: 018, P, 1, 135, 0
In06, Run: 019, P, 1, 124, 0
In06, Run: 020, F, 2, 109, 0
In06, Run: 021, P, 1, 128, 0
In06, Run: 022, P, 1, 130, 0
In06, Run: 023, P, 2, 101, 0
In06, Run: 024, P, 0, 120, 0
In06, Run: 025, P, 2, 132, 0
In06, Run: 026, P, 2, 119, 0
In06, Run: 027, P, 0, 117, 0
In06, Run: 028, F, 0, 111, 0
In06, Run: 029, P, 1, 137, 0
In06, Run: 030, P, 1, 128, 0
In06, Run: 031, P, 2, 144, 0
In06, Run: 032, P, 2, 133, 0
In06, Run: 033, P, 1, 134, 0
In06, Run: 034, P, 0, 113, 0
In06, Run: 035, F, 1, 113, 0
In06, Run: 036, P, 2, 120, 0
In06, Run: 037, P, 0, 119, 0
In06, Run: 038, P, 1, 127, 0
In06, Run: 039, P, 1, 116, 0
In06, Run: 040, P, 0, 111, 0
In06, Run: 041, P, 1, 123, 0
In06, Run: 042, F, 0, 124, 0
In06, Run: 043, F, 2, 122, 0
In06, Run: 044, P, 1, 136, 0
In06, Run: 045, P, 2, 134, 0
In06, Run: 046, F, 0, 117, 0
In06, Run: 047, P, 1, 134, 0
In06, Run: 048, P, 2, 121, 0
In06, Run: 049, P, 0, 124, 0
In06, Run: 050, P, 1, 134, 0
In06, Run: 051, P, 2, 114, 0
In06, Run: 052, P, 2, 118, 0
In06, Run: 053, P, 1, 126, 0
In06, Run: 054, P, 1, 129, 0
In06, Run: 055, P, 0, 136, 0
In06, Run: 056, F, 2, 121, 0
In06, Run: 057, P, 0, 124, 0
In06, Run: 058, F, 1, 102, 0
In06, Run: 059, F, 1, 122, 0
In06, Run: 060, P, 2, 127, 0
In06, Run: 061, P, 0, 129, 0
In06, Run: 062, P, 3, 113, 0
In06, Run: 063, P, 1, 122, 0
In06, Run: 064, P, 0, 127, 0
In06, Run: 065, F, 0, 119, 0
In06, Run: 066, P, 0, 122, 0
In06, Run: 067, P, 0, 122, 0
In06, Run: 068, P, 3, 130, 0
In06, Run: 069, P, 2, 118, 0
In06, Run: 070, P, 0, 125, 0
In06, Run: 071, P, 1, 119, 0
In06, Run: 072, P, 1, 141, 0
In06, Run: 073, F, 0, 120, 0
In06, Run: 074, P, 1, 122, 0
In06, Run: 075, F, 2, 113, 0
In06, Run: 076, P, 0, 138, 0
In06, Run: 077, P, 0, 120, 0
In06, Run: 078, F, 1, 122, 0
In06, Run: 079, F, 0, 113, 0
In06, Run: 080, P, 3, 108, 0
In06, Run: 081, F, 2, 105, 0
In06, Run: 082, F, 0, 104, 0
In06, Run: 083, F, 2, 106, 0
In06, Run: 084, P, 1, 121, 0
In06, Run: 085, P, 2, 123, 0
In06, Run: 086, P, 1, 118, 0
In06, Run: 087, P, 1, 120, 0
In06, Run: 088, P, 2, 134, 0
In06, Run: 089, P, 0, 137, 0
In06, Run: 090, P, 3, 128, 0
In06, Run: 091, F, 1, 124, 0
In06, Run: 092, P, 4, 116, 0
In06, Run: 093, P, 0, 115, 0
In06, Run: 094, P, 0, 134, 0
In06, Run: 095, P, 0, 122, 0
In06, Run: 096, P, 0, 122, 0
In06, Run: 097, P, 1, 117, 0
In06, Run: 098, P, 1, 128, 0
In06, Run: 099, P, 0, 129, 0
In06, Run: 100, P, 0, 122, 0
In07, Run: 001, P, 1, 124, 0
In07, Run: 002, F, 1, 109, 0
In07, Run: 003, P, 3, 113, 0
In07, Run: 004, P, 3, 119, 0
In07, Run: 005, P, 1, 125, 0
In07, Run: 006, F, 0, 104, 0
In07, Run: 007, P, 0, 105, 0
In07, Run: 008, P, 0, 117, 0
In07, Run: 009, F, 1, 117, 0
In07, Run: 010, P, 3, 134, 0
In07, Run: 011, F, 0, 105, 0
In07, Run: 012, P, 2, 115, 0
In07, Run: 013, F, 1, 100, 0
In07, Run: 014, P, 0, 127, 0
In07, Run: 015, P, 3, 128, 0
In07, Run: 016, P, 0, 126, 0
In07, Run: 017, P, 1, 137, 0
In07, Run: 018, F, 3, 110, 0
In07, Run: 019, P, 2, 110, 1
In07, Run: 020, P, 0, 124, 0
In07, Run: 021, P, 1, 130, 0
In07, Run: 022, P, 3, 109, 0
In07, Run: 023, P, 1, 107, 0
In07, Run: 024, P, 1, 107, 0
In07, Run: 025, F, 0, 116, 0
In07, Run: 026, P, 0, 124, 0
In07, Run: 027, P, 0, 113, 0
In07, Run: 028, F, 0, 104, 0
In07, Run: 029, P, 0, 124, 0
In07, Run: 030, P, 2, 104, 0
In07, Run: 031, F, 0, 111, 0
In07, Run: 032, F, 1, 108, 0
In07, Run: 033, P, 0, 121, 0
In07, Run: 034, P, 2, 110, 0
In07, Run: 035, P, 2, 111, 0
In07, Run: 036, P, 1, 123, 0
In07, Run: 037, P, 1, 115, 0
In07, Run: 038, P, 1, 109, 0
In07, Run: 039, P, 1, 117, 0
In07, Run: 040, F, 1, 106, 0
In07, Run: 041, P, 1, 118, 0
In07, Run: 042, P, 0, 107, 0
In07, Run: 043, P, 3, 115, 0
In07, Run: 044, P, 5, 106, 0
In07, Run: 045, P, 1, 123, 0
In07, Run: 046, F, 2, 124, 0
In07, Run: 047, P, 4, 109, 0
In07, Run: 048, P, 1, 121, 0
In07, Run: 049, F, 0, 101, 0
In07, Run: 050, P, 2, 120, 0
In07, Run: 051, P, 0, 115, 0
In07, Run: 052, F, 1, 117, 0
In07, Run: 053, P, 0, 100, 0
In07, Run: 054, P, 1, 105, 0
In07, Run: 055, F, 0, 103, 0
In07, Run: 056, P, 0, 110, 0
In07, Run: 057, P, 2, 124, 0
In07, Run: 058, F, 1, 96, 0
In07, Run: 059, F, 1, 104, 0
In07, Run: 060, F, 1, 103, 0
In07, Run: 061, F, 0, 114, 0
In07, Run: 062, F, 1, 101, 0
In07, Run: 063, F, 1, 99, 0
In07, Run: 064, P, 1, 108, 0
In07, Run: 065, P, 0, 104, 0
In07, Run: 066, P, 0, 107, 0
In07, Run: 067, P, 1, 119, 0
In07, Run: 068, P, 0, 116, 0
In07, Run: 069, P, 1, 123, 0
In07, Run: 070, F, 3, 106, 0
In07, Run: 071, P, 2, 120, 0
In07, Run: 072, F, 1, 94, 0
In07, Run: 073, P, 1, 108, 0
In07, Run: 074, F, 1, 109, 0
In07, Run: 075, P, 0, 120, 0
In07, Run: 076, F, 0, 92, 0
In07, Run: 077, P, 0, 113, 0
In07, Run: 078, P, 0, 110, 0
In07, Run: 079, P, 0, 92, 0
In07, Run: 080, P, 1, 101, 0
In07, Run: 081, P, 1, 112, 0
In07, Run: 082, F, 2, 110, 0
In07, Run: 083, P, 1, 136, 0
In07, Run: 084, P, 1, 109, 0
In07, Run: 085, P, 0, 133, 0
In07, Run: 086, P, 2, 118, 0
In07, Run: 087, P, 5, 125, 0
In07, Run: 088, P, 0, 117, 0
In07, Run: 089, P, 0, 128, 0
In07, Run: 090, F, 0, 107, 0
In07, Run: 091, P, 1, 121, 0
In07, Run: 092, P, 1, 131, 0
In07, Run: 093, P, 2, 113, 0
In07, Run: 094, P, 2, 125, 0
In07, Run: 095, P, 1, 106, 0
