Input Number, Run_Number, Result@ 100, A2, F1, F2, A1, F1P, F2P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-20, Run: 085, F, 70, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-20, Run: 086, F, 71, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-20, Run: 087, F, 69, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-20, Run: 088, F, 68, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-20, Run: 089, F, 69, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-20, Run: 090, F, 70, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-20, Run: 091, F, 69, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-20, Run: 092, F, 71, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-20, Run: 093, F, 70, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-20, Run: 094, F, 69, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-20, Run: 095, F, 68, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-20, Run: 096, F, 69, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-20, Run: 097, F, 69, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-20, Run: 098, F, 69, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-20, Run: 099, F, 70, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-20, Run: 100, F, 70, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 001, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 002, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 003, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 004, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 005, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 006, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 007, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 008, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 009, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 010, F, 146, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 011, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 012, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 013, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 014, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 015, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 016, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 017, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 018, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 019, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 020, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 021, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 022, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 023, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 024, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 025, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 026, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 027, F, 146, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 028, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 029, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 030, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 031, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 032, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 033, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 034, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 035, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 036, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 037, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 038, F, 146, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 039, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 040, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 041, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 042, F, 146, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 043, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 044, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 045, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 046, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 047, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 048, F, 146, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 049, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 050, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 051, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 052, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 053, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 054, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 055, F, 146, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 056, F, 146, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 057, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 058, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 059, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 060, F, 146, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 061, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 062, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 063, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 064, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 065, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 066, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 067, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 068, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 069, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 070, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 071, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 072, F, 147, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-21, Run: 073, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 074, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 075, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 076, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 077, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 078, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 079, F, 146, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 080, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 081, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 082, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 083, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 084, F, 146, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-21, Run: 085, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 086, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 087, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 088, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 089, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 090, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 091, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 092, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 093, F, 147, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-21, Run: 094, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 095, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 096, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-21, Run: 097, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 098, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 099, F, 145, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-21, Run: 100, F, 144, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-22, Run: 001, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 002, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 003, F, 1, 0, 0, 0, 0, 15, 0, 5, 0, 0, 3, 12, 0
INVAR-22, Run: 004, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 005, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 006, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 007, F, 1, 0, 0, 0, 0, 15, 0, 5, 0, 0, 3, 12, 0
INVAR-22, Run: 008, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 009, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 010, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 011, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 012, F, 1, 0, 0, 0, 0, 15, 0, 5, 0, 0, 3, 12, 0
INVAR-22, Run: 013, F, 1, 0, 0, 0, 0, 15, 0, 5, 0, 0, 3, 12, 0
INVAR-22, Run: 014, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 015, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 016, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 017, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 018, F, 1, 0, 0, 0, 0, 15, 0, 5, 0, 0, 3, 12, 0
INVAR-22, Run: 019, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 020, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 021, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 022, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 023, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 024, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 025, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 026, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 027, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 028, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 029, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 030, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 031, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 032, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 033, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 034, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 035, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 036, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 037, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 038, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 039, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 040, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 041, F, 1, 0, 0, 0, 0, 15, 0, 5, 0, 0, 3, 12, 0
INVAR-22, Run: 042, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 043, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 044, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 045, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 046, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 047, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 048, F, 1, 0, 0, 0, 0, 15, 0, 5, 0, 0, 3, 12, 0
INVAR-22, Run: 049, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 050, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 051, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 052, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 053, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 054, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 055, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 056, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 057, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 058, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 059, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 060, F, 1, 0, 0, 0, 0, 15, 0, 5, 0, 0, 3, 12, 0
INVAR-22, Run: 061, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 062, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 063, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 064, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 065, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 066, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 067, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 068, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 069, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 070, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 071, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 072, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 073, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 074, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 075, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 076, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 077, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 078, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 079, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 080, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 081, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 082, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 083, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 084, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 085, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 086, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 087, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 088, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 089, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 090, F, 0, 0, 0, 0, 0, 15, 0, 5, 0, 0, 4, 11, 0
INVAR-22, Run: 091, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 092, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 093, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 094, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 095, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 096, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 097, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 098, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-22, Run: 099, F, 0, 1, 0, 0, 0, 13, 0, 4, 0, 0, 5, 8, 0
INVAR-22, Run: 100, F, 0, 2, 0, 0, 0, 11, 0, 3, 0, 0, 6, 5, 0
INVAR-23, Run: 001, F, 55, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-23, Run: 002, F, 53, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-23, Run: 003, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 004, F, 55, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-23, Run: 005, F, 55, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-23, Run: 006, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 007, F, 56, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-23, Run: 008, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 009, F, 56, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-23, Run: 010, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 011, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 012, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 013, F, 53, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-23, Run: 014, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 015, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 016, F, 55, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-23, Run: 017, F, 53, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-23, Run: 018, F, 56, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-23, Run: 019, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 020, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 021, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 022, F, 56, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-23, Run: 023, F, 55, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-23, Run: 024, F, 53, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-23, Run: 025, F, 55, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-23, Run: 026, F, 55, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-23, Run: 027, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 028, F, 56, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-23, Run: 029, F, 56, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-23, Run: 030, F, 56, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-23, Run: 031, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 032, F, 55, 0, 0, 0, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-23, Run: 033, F, 56, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-23, Run: 034, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 035, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 036, F, 57, 0, 0, 0, 0, 15, 0, 5, 0, 0, 11, 4, 0
INVAR-23, Run: 037, F, 53, 0, 0, 0, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-23, Run: 038, F, 58, 0, 0, 0, 0, 15, 0, 5, 0, 0, 10, 5, 0
INVAR-23, Run: 039, F, 54, 0, 0, 0, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-23, Run: 040, F, 56, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-23, Run: 041, F, 56, 0, 0, 0, 0, 15, 0, 5, 0, 0, 12, 3, 0
