Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, F
INVAR-5, Run: 080, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 081, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 082, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 083, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 084, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 085, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 086, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 087, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 088, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 089, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 090, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 091, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 092, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 093, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 094, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 095, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 096, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 097, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 098, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 099, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-5, Run: 100, E, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1
INVAR-6, Run: 001, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 002, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 003, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 004, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 005, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 006, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 007, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 008, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 009, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 010, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 011, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 012, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 013, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 014, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 015, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 016, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 017, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 018, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 019, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 020, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 021, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 022, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 023, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 024, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 025, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 026, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 027, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 028, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 029, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 030, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 031, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 032, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 033, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 034, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 035, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 036, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 037, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 038, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 039, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 040, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 041, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 042, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 043, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 044, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 045, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 046, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 047, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 048, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 049, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 050, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 051, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 052, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 053, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 054, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 055, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 056, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 057, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 058, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 059, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 060, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 061, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 062, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 063, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 064, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 065, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 066, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 067, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 068, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 069, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 070, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 071, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 072, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 073, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 074, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 075, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 076, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 077, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 078, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 079, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 080, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 081, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 082, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 083, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 084, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 085, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 086, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 087, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 088, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 089, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 090, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 091, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 092, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 093, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 094, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 095, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 096, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 097, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 098, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 099, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-6, Run: 100, E, 0, 1, 0, 0, 1, 0, 526, 526, 0, 0, 1
INVAR-7, Run: 001, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 002, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 003, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 004, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 005, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 006, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 007, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 008, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 009, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 010, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 011, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 012, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 013, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 014, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 015, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 016, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 017, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 018, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 019, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 020, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 021, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 022, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 023, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 024, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 025, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 026, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 027, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 028, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 029, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 030, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 031, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 032, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 033, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 034, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 035, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 036, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 037, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 038, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 039, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 040, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 041, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 042, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 043, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 044, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 045, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 046, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 047, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 048, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 049, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 050, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 051, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 052, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 053, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 054, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 055, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 056, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 057, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 058, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 059, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 060, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 061, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 062, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 063, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 064, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 065, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 066, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 067, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 068, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 069, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 070, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 071, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 072, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 073, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 074, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 075, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 076, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 077, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 078, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 079, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 080, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 081, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 082, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 083, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 084, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 085, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 086, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 087, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 088, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 089, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 090, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 091, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 092, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 093, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 094, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 095, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 096, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 097, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 098, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 099, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-7, Run: 100, E, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-8, Run: 001, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 002, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 003, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 004, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 005, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 006, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 007, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 008, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 009, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 010, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 011, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 012, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 013, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 014, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 015, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 016, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 017, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 018, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 019, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 020, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 021, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 022, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 023, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 024, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 025, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 026, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 027, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 028, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 029, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 030, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 031, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 032, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 033, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 034, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 035, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 036, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 037, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 038, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 039, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 040, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 041, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 042, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 043, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 044, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 045, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 046, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 047, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 048, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 049, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 050, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 051, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 052, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 053, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 054, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 055, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 056, E, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 0
INVAR-8, Run: 057, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 058, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 059, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 060, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 061, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 062, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 063, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 064, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 065, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 066, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 067, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 068, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
INVAR-8, Run: 069, E, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 0
