Input Number, Run_Number, Result@ 100, V, X, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-40, Run: 076, P, 0, 0, 1, 39, 66, 42, 2, 26, 84
INVAR-40, Run: 077, P, 0, 0, 1, 54, 66, 42, 2, 49, 61
INVAR-40, Run: 078, P, 0, 0, 1, 28, 66, 42, 2, 23, 87
INVAR-40, Run: 079, P, 0, 2, 0, 67, 65, 42, 3, 81, 29
INVAR-40, Run: 080, P, 0, 0, 1, 39, 66, 42, 2, 34, 76
INVAR-40, Run: 081, P, 0, 0, 1, 25, 65, 41, 5, 37, 74
INVAR-40, Run: 082, P, 0, 0, 1, 8, 66, 42, 2, 15, 95
INVAR-40, Run: 083, P, 0, 0, 1, 32, 66, 42, 2, 34, 76
INVAR-40, Run: 084, P, 0, 2, 0, 59, 66, 43, 0, 67, 42
INVAR-40, Run: 085, P, 0, 0, 1, 69, 66, 42, 2, 57, 53
INVAR-40, Run: 086, P, 0, 2, 0, 93, 66, 43, 0, 99, 10
INVAR-40, Run: 087, P, 0, 0, 1, 19, 66, 42, 2, 14, 96
INVAR-40, Run: 088, P, 0, 0, 1, 38, 66, 42, 2, 56, 54
INVAR-40, Run: 089, P, 0, 2, 0, 44, 66, 43, 0, 51, 58
INVAR-40, Run: 090, P, 0, 0, 1, 16, 66, 42, 2, 17, 93
INVAR-40, Run: 091, P, 0, 0, 1, 31, 65, 41, 5, 20, 91
INVAR-40, Run: 092, P, 0, 0, 1, 15, 66, 42, 2, 19, 91
INVAR-40, Run: 093, P, 0, 0, 1, 28, 65, 41, 5, 32, 79
INVAR-40, Run: 094, P, 0, 0, 1, 40, 66, 42, 2, 26, 84
INVAR-40, Run: 095, P, 0, 0, 1, 9, 66, 42, 2, 7, 103
INVAR-40, Run: 096, P, 0, 0, 1, 8, 66, 42, 2, 23, 87
INVAR-40, Run: 097, P, 0, 0, 1, 20, 65, 41, 5, 35, 76
INVAR-40, Run: 098, P, 0, 0, 1, 32, 66, 42, 2, 44, 66
INVAR-40, Run: 099, P, 0, 2, 0, 75, 65, 42, 3, 93, 17
INVAR-40, Run: 100, P, 0, 0, 1, 12, 66, 42, 2, 24, 86
INVAR-41, Run: 001, P, 0, 2, 0, 21, 16, 0, 0, 16, 0
INVAR-41, Run: 002, P, 0, 2, 0, 23, 16, 0, 0, 16, 0
INVAR-41, Run: 003, P, 0, 2, 0, 14, 16, 0, 0, 16, 0
INVAR-41, Run: 004, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 005, P, 0, 2, 0, 10, 16, 0, 0, 16, 0
INVAR-41, Run: 006, P, 0, 2, 0, 23, 16, 0, 0, 16, 0
INVAR-41, Run: 007, P, 0, 2, 0, 12, 16, 0, 0, 16, 0
INVAR-41, Run: 008, P, 0, 2, 0, 17, 16, 0, 0, 16, 0
INVAR-41, Run: 009, P, 0, 2, 0, 21, 16, 0, 0, 16, 0
INVAR-41, Run: 010, P, 0, 2, 0, 18, 16, 0, 0, 16, 0
INVAR-41, Run: 011, P, 0, 2, 0, 15, 16, 0, 0, 16, 0
INVAR-41, Run: 012, P, 0, 2, 0, 10, 16, 0, 0, 16, 0
INVAR-41, Run: 013, P, 0, 2, 0, 20, 16, 0, 0, 16, 0
INVAR-41, Run: 014, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 015, P, 0, 2, 0, 9, 16, 0, 0, 16, 0
INVAR-41, Run: 016, P, 0, 2, 0, 10, 16, 0, 0, 16, 0
INVAR-41, Run: 017, P, 0, 2, 0, 21, 16, 0, 0, 16, 0
INVAR-41, Run: 018, P, 0, 2, 0, 16, 16, 0, 0, 16, 0
INVAR-41, Run: 019, P, 0, 2, 0, 15, 16, 0, 0, 16, 0
INVAR-41, Run: 020, P, 0, 2, 0, 21, 16, 0, 0, 16, 0
INVAR-41, Run: 021, P, 0, 2, 0, 24, 16, 0, 0, 16, 0
INVAR-41, Run: 022, P, 0, 2, 0, 22, 16, 0, 0, 16, 0
INVAR-41, Run: 023, P, 0, 2, 0, 9, 16, 0, 0, 16, 0
INVAR-41, Run: 024, P, 0, 2, 0, 9, 16, 0, 0, 16, 0
INVAR-41, Run: 025, P, 0, 2, 0, 17, 16, 0, 0, 16, 0
INVAR-41, Run: 026, P, 0, 2, 0, 20, 16, 0, 0, 16, 0
INVAR-41, Run: 027, P, 0, 2, 0, 26, 16, 0, 0, 16, 0
INVAR-41, Run: 028, P, 0, 2, 0, 15, 16, 0, 0, 16, 0
INVAR-41, Run: 029, P, 0, 2, 0, 12, 16, 0, 0, 16, 0
INVAR-41, Run: 030, P, 0, 2, 0, 23, 16, 0, 0, 16, 0
INVAR-41, Run: 031, P, 0, 2, 0, 20, 16, 0, 0, 16, 0
INVAR-41, Run: 032, P, 0, 2, 0, 18, 16, 0, 0, 16, 0
INVAR-41, Run: 033, P, 0, 2, 0, 10, 16, 0, 0, 16, 0
INVAR-41, Run: 034, P, 0, 2, 0, 8, 16, 0, 0, 16, 0
INVAR-41, Run: 035, P, 0, 2, 0, 16, 16, 0, 0, 16, 0
INVAR-41, Run: 036, P, 0, 2, 0, 19, 16, 0, 0, 16, 0
INVAR-41, Run: 037, P, 0, 2, 0, 20, 16, 0, 0, 16, 0
INVAR-41, Run: 038, P, 0, 2, 0, 7, 16, 0, 0, 16, 0
INVAR-41, Run: 039, P, 0, 2, 0, 14, 16, 0, 0, 16, 0
INVAR-41, Run: 040, P, 0, 2, 0, 18, 16, 0, 0, 16, 0
INVAR-41, Run: 041, P, 0, 2, 0, 20, 16, 0, 0, 16, 0
INVAR-41, Run: 042, P, 0, 2, 0, 12, 16, 0, 0, 16, 0
INVAR-41, Run: 043, P, 0, 2, 0, 24, 16, 0, 0, 16, 0
INVAR-41, Run: 044, P, 0, 2, 0, 17, 16, 0, 0, 16, 0
INVAR-41, Run: 045, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 046, P, 0, 2, 0, 10, 16, 0, 0, 16, 0
INVAR-41, Run: 047, P, 0, 2, 0, 12, 16, 0, 0, 16, 0
INVAR-41, Run: 048, P, 0, 2, 0, 13, 16, 0, 0, 16, 0
INVAR-41, Run: 049, P, 0, 2, 0, 20, 16, 0, 0, 16, 0
INVAR-41, Run: 050, P, 0, 2, 0, 23, 16, 0, 0, 16, 0
INVAR-41, Run: 051, P, 0, 2, 0, 12, 16, 0, 0, 16, 0
INVAR-41, Run: 052, P, 0, 2, 0, 10, 16, 0, 0, 16, 0
INVAR-41, Run: 053, P, 0, 2, 0, 16, 16, 0, 0, 16, 0
INVAR-41, Run: 054, P, 0, 2, 0, 13, 16, 0, 0, 16, 0
INVAR-41, Run: 055, P, 0, 2, 0, 9, 16, 0, 0, 16, 0
INVAR-41, Run: 056, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 057, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 058, P, 0, 2, 0, 20, 16, 0, 0, 16, 0
INVAR-41, Run: 059, P, 0, 2, 0, 23, 16, 0, 0, 16, 0
INVAR-41, Run: 060, P, 0, 2, 0, 12, 16, 0, 0, 16, 0
INVAR-41, Run: 061, P, 0, 2, 0, 15, 16, 0, 0, 16, 0
INVAR-41, Run: 062, P, 0, 2, 0, 21, 16, 0, 0, 16, 0
INVAR-41, Run: 063, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 064, P, 0, 2, 0, 17, 16, 0, 0, 16, 0
INVAR-41, Run: 065, P, 0, 2, 0, 25, 16, 0, 0, 16, 0
INVAR-41, Run: 066, P, 0, 2, 0, 20, 16, 0, 0, 16, 0
INVAR-41, Run: 067, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 068, P, 0, 2, 0, 9, 16, 0, 0, 16, 0
INVAR-41, Run: 069, P, 0, 2, 0, 16, 16, 0, 0, 16, 0
INVAR-41, Run: 070, P, 0, 2, 0, 19, 16, 0, 0, 16, 0
INVAR-41, Run: 071, P, 0, 2, 0, 15, 16, 0, 0, 16, 0
INVAR-41, Run: 072, P, 0, 2, 0, 20, 16, 0, 0, 16, 0
INVAR-41, Run: 073, P, 0, 2, 0, 17, 16, 0, 0, 16, 0
INVAR-41, Run: 074, P, 0, 2, 0, 9, 16, 0, 0, 16, 0
INVAR-41, Run: 075, P, 0, 2, 0, 19, 16, 0, 0, 16, 0
INVAR-41, Run: 076, P, 0, 2, 0, 18, 16, 0, 0, 16, 0
INVAR-41, Run: 077, P, 0, 2, 0, 10, 16, 0, 0, 16, 0
INVAR-41, Run: 078, P, 0, 2, 0, 12, 16, 0, 0, 16, 0
INVAR-41, Run: 079, P, 0, 2, 0, 21, 16, 0, 0, 16, 0
INVAR-41, Run: 080, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 081, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 082, P, 0, 2, 0, 7, 16, 0, 0, 16, 0
INVAR-41, Run: 083, P, 0, 2, 0, 9, 16, 0, 0, 16, 0
INVAR-41, Run: 084, P, 0, 2, 0, 10, 16, 0, 0, 16, 0
INVAR-41, Run: 085, P, 0, 2, 0, 10, 16, 0, 0, 16, 0
INVAR-41, Run: 086, P, 0, 2, 0, 19, 16, 0, 0, 16, 0
INVAR-41, Run: 087, P, 0, 2, 0, 17, 16, 0, 0, 16, 0
INVAR-41, Run: 088, P, 0, 2, 0, 19, 16, 0, 0, 16, 0
INVAR-41, Run: 089, P, 0, 2, 0, 10, 16, 0, 0, 16, 0
INVAR-41, Run: 090, P, 0, 2, 0, 29, 16, 0, 0, 16, 0
INVAR-41, Run: 091, P, 0, 2, 0, 17, 16, 0, 0, 16, 0
INVAR-41, Run: 092, P, 0, 2, 0, 31, 16, 0, 0, 16, 0
INVAR-41, Run: 093, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 094, P, 0, 2, 0, 11, 16, 0, 0, 16, 0
INVAR-41, Run: 095, P, 0, 2, 0, 6, 16, 0, 0, 16, 0
INVAR-41, Run: 096, P, 0, 2, 0, 19, 16, 0, 0, 16, 0
INVAR-41, Run: 097, P, 0, 2, 0, 7, 16, 0, 0, 16, 0
INVAR-41, Run: 098, P, 0, 2, 0, 15, 16, 0, 0, 16, 0
INVAR-41, Run: 099, P, 0, 2, 0, 20, 16, 0, 0, 16, 0
INVAR-41, Run: 100, P, 0, 2, 0, 18, 16, 0, 0, 16, 0
INVAR-42, Run: 001, P, 0, 1, 0, 31, 33, 0, 0, 33, 0
INVAR-42, Run: 002, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-42, Run: 003, P, 0, 1, 0, 38, 33, 0, 0, 33, 0
INVAR-42, Run: 004, P, 0, 1, 0, 30, 33, 0, 0, 33, 0
INVAR-42, Run: 005, P, 0, 1, 0, 41, 33, 0, 0, 33, 0
INVAR-42, Run: 006, P, 0, 1, 0, 36, 33, 0, 0, 33, 0
INVAR-42, Run: 007, P, 0, 1, 0, 31, 33, 0, 0, 33, 0
INVAR-42, Run: 008, P, 0, 1, 0, 40, 33, 0, 0, 33, 0
INVAR-42, Run: 009, P, 0, 1, 0, 31, 33, 0, 0, 33, 0
INVAR-42, Run: 010, P, 0, 1, 0, 27, 33, 0, 0, 33, 0
INVAR-42, Run: 011, P, 0, 1, 0, 41, 33, 0, 0, 33, 0
INVAR-42, Run: 012, P, 0, 1, 0, 37, 33, 0, 0, 33, 0
INVAR-42, Run: 013, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-42, Run: 014, P, 0, 1, 0, 18, 33, 0, 0, 33, 0
INVAR-42, Run: 015, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-42, Run: 016, P, 0, 1, 0, 44, 33, 0, 0, 33, 0
INVAR-42, Run: 017, P, 0, 1, 0, 28, 33, 0, 0, 33, 0
INVAR-42, Run: 018, P, 0, 1, 0, 42, 33, 0, 0, 33, 0
INVAR-42, Run: 019, P, 0, 1, 0, 20, 33, 0, 0, 33, 0
INVAR-42, Run: 020, P, 0, 1, 0, 28, 33, 0, 0, 33, 0
INVAR-42, Run: 021, P, 0, 1, 0, 38, 33, 0, 0, 33, 0
INVAR-42, Run: 022, P, 0, 1, 0, 57, 33, 0, 0, 33, 0
INVAR-42, Run: 023, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-42, Run: 024, P, 0, 1, 0, 34, 33, 0, 0, 33, 0
INVAR-42, Run: 025, P, 0, 1, 0, 33, 33, 0, 0, 33, 0
INVAR-42, Run: 026, P, 0, 1, 0, 26, 33, 0, 0, 33, 0
INVAR-42, Run: 027, P, 0, 1, 0, 37, 33, 0, 0, 33, 0
INVAR-42, Run: 028, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-42, Run: 029, P, 0, 1, 0, 33, 33, 0, 0, 33, 0
INVAR-42, Run: 030, P, 0, 1, 0, 38, 33, 0, 0, 33, 0
INVAR-42, Run: 031, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-42, Run: 032, P, 0, 1, 0, 34, 33, 0, 0, 33, 0
INVAR-42, Run: 033, P, 0, 1, 0, 25, 33, 0, 0, 33, 0
INVAR-42, Run: 034, P, 0, 1, 0, 33, 33, 0, 0, 33, 0
INVAR-42, Run: 035, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-42, Run: 036, P, 0, 1, 0, 23, 33, 0, 0, 33, 0
INVAR-42, Run: 037, P, 0, 1, 0, 26, 33, 0, 0, 33, 0
INVAR-42, Run: 038, P, 0, 1, 0, 23, 33, 0, 0, 33, 0
INVAR-42, Run: 039, P, 0, 1, 0, 22, 33, 0, 0, 33, 0
INVAR-42, Run: 040, P, 0, 1, 0, 17, 33, 0, 0, 33, 0
INVAR-42, Run: 041, P, 0, 1, 0, 28, 33, 0, 0, 33, 0
INVAR-42, Run: 042, P, 0, 1, 0, 34, 33, 0, 0, 33, 0
INVAR-42, Run: 043, P, 0, 1, 0, 21, 33, 0, 0, 33, 0
INVAR-42, Run: 044, P, 0, 1, 0, 33, 33, 0, 0, 33, 0
INVAR-42, Run: 045, P, 0, 1, 0, 50, 33, 0, 0, 33, 0
INVAR-42, Run: 046, P, 0, 1, 0, 45, 33, 0, 0, 33, 0
INVAR-42, Run: 047, P, 0, 1, 0, 24, 33, 0, 0, 33, 0
INVAR-42, Run: 048, P, 0, 1, 0, 19, 33, 0, 0, 33, 0
INVAR-42, Run: 049, P, 0, 1, 0, 39, 33, 0, 0, 33, 0
INVAR-42, Run: 050, P, 0, 1, 0, 18, 33, 0, 0, 33, 0
INVAR-42, Run: 051, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-42, Run: 052, P, 0, 1, 0, 23, 33, 0, 0, 33, 0
INVAR-42, Run: 053, P, 0, 1, 0, 21, 33, 0, 0, 33, 0
INVAR-42, Run: 054, P, 0, 1, 0, 38, 33, 0, 0, 33, 0
INVAR-42, Run: 055, P, 0, 1, 0, 25, 33, 0, 0, 33, 0
INVAR-42, Run: 056, P, 0, 1, 0, 36, 33, 0, 0, 33, 0
INVAR-42, Run: 057, P, 0, 1, 0, 27, 33, 0, 0, 33, 0
INVAR-42, Run: 058, P, 0, 1, 0, 24, 33, 0, 0, 33, 0
INVAR-42, Run: 059, P, 0, 1, 0, 54, 33, 0, 0, 33, 0
INVAR-42, Run: 060, P, 0, 1, 0, 34, 33, 0, 0, 33, 0
INVAR-42, Run: 061, P, 0, 1, 0, 28, 33, 0, 0, 33, 0
INVAR-42, Run: 062, P, 0, 1, 0, 34, 33, 0, 0, 33, 0
INVAR-42, Run: 063, P, 0, 1, 0, 55, 33, 0, 0, 33, 0
INVAR-42, Run: 064, P, 0, 1, 0, 36, 33, 0, 0, 33, 0
INVAR-42, Run: 065, P, 0, 1, 0, 44, 33, 0, 0, 33, 0
INVAR-42, Run: 066, P, 0, 1, 0, 34, 33, 0, 0, 33, 0
INVAR-42, Run: 067, P, 0, 1, 0, 36, 33, 0, 0, 33, 0
INVAR-42, Run: 068, P, 0, 1, 0, 33, 33, 0, 0, 33, 0
INVAR-42, Run: 069, P, 0, 1, 0, 36, 33, 0, 0, 33, 0
INVAR-42, Run: 070, P, 0, 1, 0, 35, 33, 0, 0, 33, 0
INVAR-42, Run: 071, P, 0, 1, 0, 28, 33, 0, 0, 33, 0
INVAR-42, Run: 072, P, 0, 1, 0, 31, 33, 0, 0, 33, 0
INVAR-42, Run: 073, P, 0, 1, 0, 28, 33, 0, 0, 33, 0
INVAR-42, Run: 074, P, 0, 1, 0, 31, 33, 0, 0, 33, 0
INVAR-42, Run: 075, P, 0, 1, 0, 36, 33, 0, 0, 33, 0
INVAR-42, Run: 076, P, 0, 1, 0, 27, 33, 0, 0, 33, 0
INVAR-42, Run: 077, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-42, Run: 078, P, 0, 1, 0, 37, 33, 0, 0, 33, 0
INVAR-42, Run: 079, P, 0, 1, 0, 40, 33, 0, 0, 33, 0
INVAR-42, Run: 080, P, 0, 1, 0, 63, 33, 0, 0, 33, 0
INVAR-42, Run: 081, P, 0, 1, 0, 37, 33, 0, 0, 33, 0
INVAR-42, Run: 082, P, 0, 1, 0, 45, 33, 0, 0, 33, 0
INVAR-42, Run: 083, P, 0, 1, 0, 42, 33, 0, 0, 33, 0
INVAR-42, Run: 084, P, 0, 1, 0, 35, 33, 0, 0, 33, 0
INVAR-42, Run: 085, P, 0, 1, 0, 29, 33, 0, 0, 33, 0
INVAR-42, Run: 086, P, 0, 1, 0, 17, 33, 0, 0, 33, 0
INVAR-42, Run: 087, P, 0, 1, 0, 43, 33, 0, 0, 33, 0
INVAR-42, Run: 088, P, 0, 1, 0, 29, 33, 0, 0, 33, 0
INVAR-42, Run: 089, P, 0, 1, 0, 22, 33, 0, 0, 33, 0
INVAR-42, Run: 090, P, 0, 1, 0, 43, 33, 0, 0, 33, 0
INVAR-42, Run: 091, P, 0, 1, 0, 38, 33, 0, 0, 33, 0
INVAR-42, Run: 092, P, 0, 1, 0, 39, 33, 0, 0, 33, 0
INVAR-42, Run: 093, P, 0, 1, 0, 31, 33, 0, 0, 33, 0
INVAR-42, Run: 094, P, 0, 1, 0, 39, 33, 0, 0, 33, 0
INVAR-42, Run: 095, P, 0, 1, 0, 46, 33, 0, 0, 33, 0
INVAR-42, Run: 096, P, 0, 1, 0, 27, 33, 0, 0, 33, 0
INVAR-42, Run: 097, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-42, Run: 098, P, 0, 1, 0, 45, 33, 0, 0, 33, 0
INVAR-42, Run: 099, P, 0, 1, 0, 39, 33, 0, 0, 33, 0
INVAR-42, Run: 100, P, 0, 1, 0, 32, 33, 0, 0, 33, 0
INVAR-43, Run: 001, P, 0, 2, 0, 80, 66, 0, 0, 66, 0
INVAR-43, Run: 002, P, 0, 2, 0, 59, 66, 0, 0, 66, 0
INVAR-43, Run: 003, P, 0, 2, 0, 60, 66, 0, 0, 66, 0
INVAR-43, Run: 004, P, 0, 2, 0, 60, 66, 0, 0, 66, 0
INVAR-43, Run: 005, P, 0, 2, 0, 68, 66, 0, 0, 66, 0
INVAR-43, Run: 006, P, 0, 2, 0, 52, 66, 0, 0, 66, 0
INVAR-43, Run: 007, P, 0, 2, 0, 63, 66, 0, 0, 66, 0
INVAR-43, Run: 008, P, 0, 2, 0, 73, 66, 0, 0, 66, 0
INVAR-43, Run: 009, P, 0, 2, 0, 80, 66, 0, 0, 66, 0
INVAR-43, Run: 010, P, 0, 2, 0, 89, 66, 0, 0, 66, 0
INVAR-43, Run: 011, P, 0, 2, 0, 75, 66, 0, 0, 66, 0
INVAR-43, Run: 012, P, 0, 2, 0, 76, 66, 0, 0, 66, 0
INVAR-43, Run: 013, P, 0, 2, 0, 64, 66, 0, 0, 66, 0
INVAR-43, Run: 014, P, 0, 2, 0, 65, 66, 0, 0, 66, 0
INVAR-43, Run: 015, P, 0, 2, 0, 56, 66, 0, 0, 66, 0
INVAR-43, Run: 016, P, 0, 2, 0, 66, 66, 0, 0, 66, 0
INVAR-43, Run: 017, P, 0, 2, 0, 55, 66, 0, 0, 66, 0
INVAR-43, Run: 018, P, 0, 2, 0, 62, 66, 0, 0, 66, 0
INVAR-43, Run: 019, P, 0, 2, 0, 65, 66, 0, 0, 66, 0
INVAR-43, Run: 020, P, 0, 2, 0, 98, 66, 0, 0, 66, 0
INVAR-43, Run: 021, P, 0, 2, 0, 65, 66, 0, 0, 66, 0
INVAR-43, Run: 022, P, 0, 2, 0, 64, 66, 0, 0, 66, 0
INVAR-43, Run: 023, P, 0, 2, 0, 63, 66, 0, 0, 66, 0
INVAR-43, Run: 024, P, 0, 2, 0, 78, 66, 0, 0, 66, 0
INVAR-43, Run: 025, P, 0, 2, 0, 66, 66, 0, 0, 66, 0
INVAR-43, Run: 026, P, 0, 2, 0, 76, 66, 0, 0, 66, 0
INVAR-43, Run: 027, P, 0, 2, 0, 84, 66, 0, 0, 66, 0
INVAR-43, Run: 028, P, 0, 2, 0, 73, 66, 0, 0, 66, 0
INVAR-43, Run: 029, P, 0, 2, 0, 79, 66, 0, 0, 66, 0
INVAR-43, Run: 030, P, 0, 2, 0, 47, 66, 0, 0, 66, 0
INVAR-43, Run: 031, P, 0, 2, 0, 49, 66, 0, 0, 66, 0
INVAR-43, Run: 032, P, 0, 2, 0, 75, 66, 0, 0, 66, 0
INVAR-43, Run: 033, P, 0, 2, 0, 55, 66, 0, 0, 66, 0
INVAR-43, Run: 034, P, 0, 2, 0, 73, 66, 0, 0, 66, 0
INVAR-43, Run: 035, P, 0, 2, 0, 57, 66, 0, 0, 66, 0
INVAR-43, Run: 036, P, 0, 2, 0, 44, 66, 0, 0, 66, 0
INVAR-43, Run: 037, P, 0, 2, 0, 92, 66, 0, 0, 66, 0
INVAR-43, Run: 038, P, 0, 2, 0, 67, 66, 0, 0, 66, 0
INVAR-43, Run: 039, P, 0, 2, 0, 68, 66, 0, 0, 66, 0
INVAR-43, Run: 040, P, 0, 2, 0, 60, 66, 0, 0, 66, 0
INVAR-43, Run: 041, P, 0, 2, 0, 76, 66, 0, 0, 66, 0
INVAR-43, Run: 042, P, 0, 2, 0, 66, 66, 0, 0, 66, 0
INVAR-43, Run: 043, P, 0, 2, 0, 82, 66, 0, 0, 66, 0
INVAR-43, Run: 044, P, 0, 2, 0, 60, 66, 0, 0, 66, 0
INVAR-43, Run: 045, P, 0, 2, 0, 72, 66, 0, 0, 66, 0
INVAR-43, Run: 046, P, 0, 2, 0, 72, 66, 0, 0, 66, 0
INVAR-43, Run: 047, P, 0, 2, 0, 53, 66, 0, 0, 66, 0
INVAR-43, Run: 048, P, 0, 2, 0, 67, 66, 0, 0, 66, 0
INVAR-43, Run: 049, P, 0, 2, 0, 57, 66, 0, 0, 66, 0
INVAR-43, Run: 050, P, 0, 2, 0, 66, 66, 0, 0, 66, 0
INVAR-43, Run: 051, P, 0, 2, 0, 64, 66, 0, 0, 66, 0
INVAR-43, Run: 052, P, 0, 2, 0, 58, 66, 0, 0, 66, 0
INVAR-43, Run: 053, P, 0, 2, 0, 74, 66, 0, 0, 66, 0
INVAR-43, Run: 054, P, 0, 2, 0, 59, 66, 0, 0, 66, 0
INVAR-43, Run: 055, P, 0, 2, 0, 76, 66, 0, 0, 66, 0
INVAR-43, Run: 056, P, 0, 2, 0, 66, 66, 0, 0, 66, 0
INVAR-43, Run: 057, P, 0, 2, 0, 72, 66, 0, 0, 66, 0
INVAR-43, Run: 058, P, 0, 2, 0, 54, 66, 0, 0, 66, 0
INVAR-43, Run: 059, P, 0, 2, 0, 67, 66, 0, 0, 66, 0
INVAR-43, Run: 060, P, 0, 2, 0, 56, 66, 0, 0, 66, 0
INVAR-43, Run: 061, P, 0, 2, 0, 79, 66, 0, 0, 66, 0
INVAR-43, Run: 062, P, 0, 2, 0, 50, 66, 0, 0, 66, 0
INVAR-43, Run: 063, P, 0, 2, 0, 86, 66, 0, 0, 66, 0
INVAR-43, Run: 064, P, 0, 2, 0, 71, 66, 0, 0, 66, 0
INVAR-43, Run: 065, P, 0, 2, 0, 46, 66, 0, 0, 66, 0
INVAR-43, Run: 066, P, 0, 2, 0, 74, 66, 0, 0, 66, 0
INVAR-43, Run: 067, P, 0, 2, 0, 85, 66, 0, 0, 66, 0
INVAR-43, Run: 068, P, 0, 2, 0, 57, 66, 0, 0, 66, 0
INVAR-43, Run: 069, P, 0, 2, 0, 65, 66, 0, 0, 66, 0
INVAR-43, Run: 070, P, 0, 2, 0, 62, 66, 0, 0, 66, 0
INVAR-43, Run: 071, P, 0, 2, 0, 64, 66, 0, 0, 66, 0
INVAR-43, Run: 072, P, 0, 2, 0, 61, 66, 0, 0, 66, 0
INVAR-43, Run: 073, P, 0, 2, 0, 73, 66, 0, 0, 66, 0
INVAR-43, Run: 074, P, 0, 2, 0, 59, 66, 0, 0, 66, 0
INVAR-43, Run: 075, P, 0, 2, 0, 77, 66, 0, 0, 66, 0
INVAR-43, Run: 076, P, 0, 2, 0, 73, 66, 0, 0, 66, 0
INVAR-43, Run: 077, P, 0, 2, 0, 61, 66, 0, 0, 66, 0
INVAR-43, Run: 078, P, 0, 2, 0, 59, 66, 0, 0, 66, 0
INVAR-43, Run: 079, P, 0, 2, 0, 72, 66, 0, 0, 66, 0
INVAR-43, Run: 080, P, 0, 2, 0, 60, 66, 0, 0, 66, 0
INVAR-43, Run: 081, P, 0, 2, 0, 56, 66, 0, 0, 66, 0
INVAR-43, Run: 082, P, 0, 2, 0, 52, 66, 0, 0, 66, 0
INVAR-43, Run: 083, P, 0, 2, 0, 54, 66, 0, 0, 66, 0
INVAR-43, Run: 084, P, 0, 2, 0, 57, 66, 0, 0, 66, 0
INVAR-43, Run: 085, P, 0, 2, 0, 61, 66, 0, 0, 66, 0
INVAR-43, Run: 086, P, 0, 2, 0, 62, 66, 0, 0, 66, 0
INVAR-43, Run: 087, P, 0, 2, 0, 58, 66, 0, 0, 66, 0
INVAR-43, Run: 088, P, 0, 2, 0, 76, 66, 0, 0, 66, 0
INVAR-43, Run: 089, P, 0, 2, 0, 66, 66, 0, 0, 66, 0
INVAR-43, Run: 090, P, 0, 2, 0, 78, 66, 0, 0, 66, 0
INVAR-43, Run: 091, P, 0, 2, 0, 77, 66, 0, 0, 66, 0
INVAR-43, Run: 092, P, 0, 2, 0, 56, 66, 0, 0, 66, 0
INVAR-43, Run: 093, P, 0, 2, 0, 69, 66, 0, 0, 66, 0
INVAR-43, Run: 094, P, 0, 2, 0, 56, 66, 0, 0, 66, 0
INVAR-43, Run: 095, P, 0, 2, 0, 74, 66, 0, 0, 66, 0
INVAR-43, Run: 096, P, 0, 2, 0, 53, 66, 0, 0, 66, 0
INVAR-43, Run: 097, P, 0, 2, 0, 63, 66, 0, 0, 66, 0
INVAR-43, Run: 098, P, 0, 2, 0, 91, 66, 0, 0, 66, 0
INVAR-43, Run: 099, P, 0, 2, 0, 71, 66, 0, 0, 66, 0
INVAR-43, Run: 100, P, 0, 2, 0, 65, 66, 0, 0, 66, 0
INVAR-44, Run: 001, P, 25, 0, 0, 2, 16, 16, 2, 2, 7
INVAR-44, Run: 002, P, 17, 0, 0, 4, 16, 16, 2, 6, 11
INVAR-44, Run: 003, P, 17, 0, 0, 5, 16, 16, 2, 5, 12
INVAR-44, Run: 004, P, 17, 0, 0, 6, 16, 16, 2, 7, 10
INVAR-44, Run: 005, P, 8, 0, 0, 17, 16, 16, 2, 13, 13
INVAR-44, Run: 006, P, 1, 0, 0, 17, 16, 16, 2, 11, 22
