Input Number, Run_Number, Result@ 100, CE, X1, H, M, PO, Y, D, CO, PE, A, B, CE*, X1*, H*, M*, PO*, Y*, D*, CO*, PE*, A*, B*
4, Run: 075, P, 0, 0, 1, 0, 1, 198, 9, 178, 0, 0, 1
4, Run: 076, F, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
4, Run: 077, P, 11, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
4, Run: 078, P, 0, 0, 1, 0, 1, 198, 9, 178, 0, 0, 1
4, Run: 079, P, 0, 0, 1, 0, 1, 134, 17, 130, 0, 0, 1
4, Run: 080, P, 0, 0, 1, 0, 1, 182, 11, 166, 0, 0, 1
4, Run: 081, F, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0
4, Run: 082, F, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0
4, Run: 083, P, 7, 0, 0, 0, 0, 32, 0, 0, 1, 192, 0
4, Run: 084, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1
4, Run: 085, F, 6, 0, 0, 0, 0, 33, 0, 0, 1, 198, 0
4, Run: 086, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1
4, Run: 087, P, 0, 0, 1, 0, 1, 158, 14, 148, 0, 0, 1
4, Run: 088, F, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0
4, Run: 089, P, 9, 0, 0, 0, 0, 30, 0, 0, 1, 180, 0
4, Run: 090, P, 0, 0, 1, 0, 1, 206, 8, 184, 0, 0, 1
4, Run: 091, P, 0, 0, 1, 0, 1, 198, 9, 178, 0, 0, 1
4, Run: 092, P, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0
4, Run: 093, P, 0, 0, 1, 0, 1, 158, 14, 148, 0, 0, 1
4, Run: 094, F, 15, 0, 0, 0, 0, 24, 0, 0, 1, 144, 0
4, Run: 095, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1
4, Run: 096, P, 10, 0, 0, 0, 0, 29, 0, 0, 1, 174, 0
4, Run: 097, P, 0, 0, 1, 0, 1, 206, 8, 184, 0, 0, 1
4, Run: 098, P, 0, 0, 1, 0, 1, 174, 12, 160, 0, 0, 1
4, Run: 099, P, 0, 0, 1, 0, 1, 166, 13, 154, 0, 0, 1
4, Run: 100, F, 14, 0, 0, 0, 0, 25, 0, 0, 1, 150, 0
5, Run: 001, P, 0, 0, 1, 0, 1, 248, 15, 226, 0, 0, 1
5, Run: 002, P, 0, 0, 1, 0, 1, 272, 12, 244, 0, 0, 1
5, Run: 003, F, 0, 0, 1, 0, 1, 232, 17, 214, 0, 0, 1
5, Run: 004, P, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
5, Run: 005, P, 0, 0, 1, 0, 1, 296, 9, 262, 0, 0, 1
5, Run: 006, F, 10, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
5, Run: 007, P, 0, 0, 1, 0, 1, 312, 7, 274, 0, 0, 1
5, Run: 008, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
5, Run: 009, P, 20, 0, 0, 0, 0, 33, 0, 0, 1, 198, 0
5, Run: 010, F, 18, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0
5, Run: 011, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
5, Run: 012, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
5, Run: 013, P, 11, 0, 0, 0, 0, 42, 0, 0, 1, 252, 0
5, Run: 014, F, 18, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0
5, Run: 015, P, 21, 0, 0, 0, 0, 32, 0, 0, 1, 192, 0
5, Run: 016, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
5, Run: 017, P, 0, 0, 1, 0, 1, 272, 12, 244, 0, 0, 1
5, Run: 018, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
5, Run: 019, P, 0, 0, 1, 0, 1, 272, 12, 244, 0, 0, 1
5, Run: 020, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
5, Run: 021, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
5, Run: 022, P, 17, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
5, Run: 023, P, 0, 0, 1, 0, 1, 232, 17, 214, 0, 0, 1
5, Run: 024, P, 8, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
5, Run: 025, P, 10, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
5, Run: 026, P, 0, 0, 1, 0, 1, 312, 7, 274, 0, 0, 1
5, Run: 027, P, 0, 0, 1, 0, 1, 272, 12, 244, 0, 0, 1
5, Run: 028, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
5, Run: 029, P, 20, 0, 0, 0, 0, 33, 0, 0, 1, 198, 0
5, Run: 030, P, 0, 0, 1, 0, 1, 240, 16, 220, 0, 0, 1
5, Run: 031, F, 12, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
5, Run: 032, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
5, Run: 033, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
5, Run: 034, P, 17, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
5, Run: 035, P, 0, 0, 1, 0, 1, 232, 17, 214, 0, 0, 1
5, Run: 036, P, 0, 0, 1, 0, 1, 272, 12, 244, 0, 0, 1
5, Run: 037, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
5, Run: 038, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
5, Run: 039, P, 0, 0, 1, 0, 1, 248, 15, 226, 0, 0, 1
5, Run: 040, P, 0, 0, 1, 0, 1, 200, 21, 190, 0, 0, 1
5, Run: 041, P, 0, 0, 1, 0, 1, 312, 7, 274, 0, 0, 1
5, Run: 042, P, 0, 0, 1, 0, 1, 312, 7, 274, 0, 0, 1
5, Run: 043, P, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
5, Run: 044, P, 0, 0, 1, 0, 1, 280, 11, 250, 0, 0, 1
5, Run: 045, P, 0, 0, 1, 0, 1, 232, 17, 214, 0, 0, 1
5, Run: 046, P, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
5, Run: 047, F, 9, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0
5, Run: 048, P, 20, 0, 0, 0, 0, 33, 0, 0, 1, 198, 0
5, Run: 049, P, 9, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0
5, Run: 050, P, 17, 0, 0, 0, 0, 36, 0, 0, 1, 216, 0
5, Run: 051, P, 0, 0, 1, 0, 1, 232, 17, 214, 0, 0, 1
5, Run: 052, P, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
5, Run: 053, P, 15, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
5, Run: 054, F, 8, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
5, Run: 055, P, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
5, Run: 056, F, 19, 0, 0, 0, 0, 34, 0, 0, 1, 204, 0
5, Run: 057, P, 15, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
5, Run: 058, P, 0, 0, 1, 0, 1, 312, 7, 274, 0, 0, 1
5, Run: 059, P, 0, 0, 1, 0, 1, 320, 6, 280, 0, 0, 1
5, Run: 060, P, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
5, Run: 061, P, 7, 0, 0, 0, 0, 46, 0, 0, 1, 276, 0
5, Run: 062, P, 10, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
5, Run: 063, P, 8, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
5, Run: 064, F, 0, 0, 1, 0, 1, 224, 18, 208, 0, 0, 1
5, Run: 065, P, 0, 0, 1, 0, 1, 240, 16, 220, 0, 0, 1
5, Run: 066, P, 12, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
5, Run: 067, F, 9, 0, 0, 0, 0, 44, 0, 0, 1, 264, 0
5, Run: 068, F, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
5, Run: 069, F, 8, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
5, Run: 070, P, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
5, Run: 071, P, 12, 0, 0, 0, 0, 41, 0, 0, 1, 246, 0
5, Run: 072, P, 19, 0, 0, 0, 0, 34, 0, 0, 1, 204, 0
5, Run: 073, P, 0, 0, 1, 0, 1, 272, 12, 244, 0, 0, 1
5, Run: 074, F, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
5, Run: 075, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
5, Run: 076, P, 0, 0, 1, 0, 1, 248, 15, 226, 0, 0, 1
5, Run: 077, F, 21, 0, 0, 0, 0, 32, 0, 0, 1, 192, 0
5, Run: 078, P, 0, 0, 1, 0, 1, 288, 10, 256, 0, 0, 1
5, Run: 079, P, 0, 0, 1, 0, 1, 280, 11, 250, 0, 0, 1
5, Run: 080, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
5, Run: 081, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
5, Run: 082, P, 15, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
5, Run: 083, P, 18, 0, 0, 0, 0, 35, 0, 0, 1, 210, 0
5, Run: 084, P, 0, 0, 1, 0, 1, 240, 16, 220, 0, 0, 1
5, Run: 085, F, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
5, Run: 086, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
5, Run: 087, P, 0, 0, 1, 0, 1, 256, 14, 232, 0, 0, 1
5, Run: 088, P, 15, 0, 0, 0, 0, 38, 0, 0, 1, 228, 0
5, Run: 089, F, 10, 0, 0, 0, 0, 43, 0, 0, 1, 258, 0
5, Run: 090, F, 14, 0, 0, 0, 0, 39, 0, 0, 1, 234, 0
5, Run: 091, P, 0, 0, 1, 0, 1, 224, 18, 208, 0, 0, 1
5, Run: 092, P, 8, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
5, Run: 093, F, 16, 0, 0, 0, 0, 37, 0, 0, 1, 222, 0
5, Run: 094, P, 8, 0, 0, 0, 0, 45, 0, 0, 1, 270, 0
5, Run: 095, P, 0, 0, 1, 0, 1, 272, 12, 244, 0, 0, 1
5, Run: 096, P, 13, 0, 0, 0, 0, 40, 0, 0, 1, 240, 0
5, Run: 097, P, 0, 0, 1, 0, 1, 296, 9, 262, 0, 0, 1
5, Run: 098, P, 0, 0, 1, 0, 1, 248, 15, 226, 0, 0, 1
5, Run: 099, P, 0, 0, 1, 0, 1, 328, 5, 286, 0, 0, 1
5, Run: 100, P, 0, 0, 1, 0, 1, 264, 13, 238, 0, 0, 1
6, Run: 001, F, 27, 0, 0, 0, 0, 148, 0, 0, 1, 888, 0
6, Run: 002, P, 21, 0, 0, 0, 0, 154, 0, 0, 1, 924, 0
6, Run: 003, P, 0, 0, 1, 0, 1, 966, 32, 856, 0, 0, 1
6, Run: 004, P, 0, 0, 1, 0, 1, 1054, 21, 922, 0, 0, 1
6, Run: 005, F, 49, 0, 0, 0, 0, 126, 0, 0, 1, 756, 0
6, Run: 006, P, 0, 0, 1, 0, 1, 918, 38, 820, 0, 0, 1
6, Run: 007, F, 28, 0, 0, 0, 0, 147, 0, 0, 1, 882, 0
6, Run: 008, F, 42, 0, 0, 0, 0, 133, 0, 0, 1, 798, 0
6, Run: 009, P, 0, 0, 1, 0, 1, 942, 35, 838, 0, 0, 1
6, Run: 010, P, 42, 0, 0, 0, 0, 133, 0, 0, 1, 798, 0
6, Run: 011, F, 23, 0, 0, 0, 0, 152, 0, 0, 1, 912, 0
6, Run: 012, P, 54, 0, 0, 0, 0, 121, 0, 0, 1, 726, 0
6, Run: 013, P, 0, 0, 1, 0, 1, 1006, 27, 886, 0, 0, 1
6, Run: 014, F, 35, 0, 0, 0, 0, 140, 0, 0, 1, 840, 0
6, Run: 015, F, 36, 0, 0, 0, 0, 139, 0, 0, 1, 834, 0
6, Run: 016, P, 0, 0, 1, 0, 1, 830, 49, 754, 0, 0, 1
6, Run: 017, F, 44, 0, 0, 0, 0, 131, 0, 0, 1, 786, 0
6, Run: 018, F, 26, 0, 0, 0, 0, 149, 0, 0, 1, 894, 0
6, Run: 019, P, 0, 0, 1, 0, 1, 854, 46, 772, 0, 0, 1
6, Run: 020, P, 29, 0, 0, 0, 0, 146, 0, 0, 1, 876, 0
6, Run: 021, P, 0, 0, 1, 0, 1, 878, 43, 790, 0, 0, 1
6, Run: 022, P, 42, 0, 0, 0, 0, 133, 0, 0, 1, 798, 0
6, Run: 023, F, 23, 0, 0, 0, 0, 152, 0, 0, 1, 912, 0
6, Run: 024, F, 39, 0, 0, 0, 0, 136, 0, 0, 1, 816, 0
6, Run: 025, P, 43, 0, 0, 0, 0, 132, 0, 0, 1, 792, 0
6, Run: 026, P, 0, 0, 1, 0, 1, 974, 31, 862, 0, 0, 1
6, Run: 027, F, 50, 0, 0, 0, 0, 125, 0, 0, 1, 750, 0
6, Run: 028, P, 45, 0, 0, 0, 0, 130, 0, 0, 1, 780, 0
6, Run: 029, P, 39, 0, 0, 0, 0, 136, 0, 0, 1, 816, 0
6, Run: 030, F, 37, 0, 0, 0, 0, 138, 0, 0, 1, 828, 0
6, Run: 031, F, 45, 0, 0, 0, 0, 130, 0, 0, 1, 780, 0
6, Run: 032, F, 45, 0, 0, 0, 0, 130, 0, 0, 1, 780, 0
6, Run: 033, F, 45, 0, 0, 0, 0, 130, 0, 0, 1, 780, 0
6, Run: 034, P, 33, 0, 0, 0, 0, 142, 0, 0, 1, 852, 0
6, Run: 035, P, 0, 0, 1, 0, 1, 926, 37, 826, 0, 0, 1
6, Run: 036, P, 0, 0, 1, 0, 1, 934, 36, 832, 0, 0, 1
6, Run: 037, P, 0, 0, 1, 0, 1, 886, 42, 796, 0, 0, 1
6, Run: 038, F, 38, 0, 0, 0, 0, 137, 0, 0, 1, 822, 0
6, Run: 039, P, 0, 0, 1, 0, 1, 926, 37, 826, 0, 0, 1
6, Run: 040, P, 0, 0, 1, 0, 1, 958, 33, 850, 0, 0, 1
6, Run: 041, P, 30, 0, 0, 0, 0, 145, 0, 0, 1, 870, 0
6, Run: 042, P, 0, 0, 1, 0, 1, 910, 39, 814, 0, 0, 1
6, Run: 043, P, 0, 0, 1, 0, 1, 910, 39, 814, 0, 0, 1
6, Run: 044, P, 40, 0, 0, 0, 0, 135, 0, 0, 1, 810, 0
6, Run: 045, P, 19, 0, 0, 0, 0, 156, 0, 0, 1, 936, 0
6, Run: 046, P, 21, 0, 0, 0, 0, 154, 0, 0, 1, 924, 0
6, Run: 047, P, 0, 0, 1, 0, 1, 950, 34, 844, 0, 0, 1
6, Run: 048, P, 0, 0, 1, 0, 1, 886, 42, 796, 0, 0, 1
6, Run: 049, P, 0, 0, 1, 0, 1, 974, 31, 862, 0, 0, 1
6, Run: 050, P, 46, 0, 0, 0, 0, 129, 0, 0, 1, 774, 0
6, Run: 051, P, 36, 0, 0, 0, 0, 139, 0, 0, 1, 834, 0
6, Run: 052, P, 51, 0, 0, 0, 0, 124, 0, 0, 1, 744, 0
6, Run: 053, P, 37, 0, 0, 0, 0, 138, 0, 0, 1, 828, 0
6, Run: 054, P, 27, 0, 0, 0, 0, 148, 0, 0, 1, 888, 0
6, Run: 055, P, 26, 0, 0, 0, 0, 149, 0, 0, 1, 894, 0
6, Run: 056, P, 0, 0, 1, 0, 1, 878, 43, 790, 0, 0, 1
6, Run: 057, F, 43, 0, 0, 0, 0, 132, 0, 0, 1, 792, 0
6, Run: 058, P, 29, 0, 0, 0, 0, 146, 0, 0, 1, 876, 0
6, Run: 059, F, 39, 0, 0, 0, 0, 136, 0, 0, 1, 816, 0
6, Run: 060, P, 0, 0, 1, 0, 1, 1062, 20, 928, 0, 0, 1
6, Run: 061, P, 0, 0, 1, 0, 1, 958, 33, 850, 0, 0, 1
6, Run: 062, F, 38, 0, 0, 0, 0, 137, 0, 0, 1, 822, 0
6, Run: 063, P, 0, 0, 1, 0, 1, 902, 40, 808, 0, 0, 1
6, Run: 064, P, 0, 0, 1, 0, 1, 990, 29, 874, 0, 0, 1
6, Run: 065, P, 0, 0, 1, 0, 1, 1014, 26, 892, 0, 0, 1
6, Run: 066, P, 47, 0, 0, 0, 0, 128, 0, 0, 1, 768, 0
6, Run: 067, P, 0, 0, 1, 0, 1, 1046, 22, 916, 0, 0, 1
6, Run: 068, F, 36, 0, 0, 0, 0, 139, 0, 0, 1, 834, 0
6, Run: 069, P, 0, 0, 1, 0, 1, 1110, 14, 964, 0, 0, 1
6, Run: 070, P, 24, 0, 0, 0, 0, 151, 0, 0, 1, 906, 0
6, Run: 071, P, 42, 0, 0, 0, 0, 133, 0, 0, 1, 798, 0
6, Run: 072, P, 0, 0, 1, 0, 1, 870, 44, 784, 0, 0, 1
6, Run: 073, P, 0, 0, 1, 0, 1, 998, 28, 880, 0, 0, 1
6, Run: 074, P, 0, 0, 1, 0, 1, 950, 34, 844, 0, 0, 1
6, Run: 075, P, 0, 0, 1, 0, 1, 918, 38, 820, 0, 0, 1
6, Run: 076, P, 0, 0, 1, 0, 1, 918, 38, 820, 0, 0, 1
6, Run: 077, F, 39, 0, 0, 0, 0, 136, 0, 0, 1, 816, 0
6, Run: 078, F, 40, 0, 0, 0, 0, 135, 0, 0, 1, 810, 0
6, Run: 079, P, 0, 0, 1, 0, 1, 1142, 10, 988, 0, 0, 1
6, Run: 080, F, 22, 0, 0, 0, 0, 153, 0, 0, 1, 918, 0
6, Run: 081, P, 0, 0, 1, 0, 1, 902, 40, 808, 0, 0, 1
6, Run: 082, F, 17, 0, 0, 0, 0, 158, 0, 0, 1, 948, 0
6, Run: 083, P, 0, 0, 1, 0, 1, 886, 42, 796, 0, 0, 1
6, Run: 084, F, 27, 0, 0, 0, 0, 148, 0, 0, 1, 888, 0
6, Run: 085, P, 0, 0, 1, 0, 1, 854, 46, 772, 0, 0, 1
6, Run: 086, F, 47, 0, 0, 0, 0, 128, 0, 0, 1, 768, 0
6, Run: 087, P, 0, 0, 1, 0, 1, 910, 39, 814, 0, 0, 1
6, Run: 088, P, 0, 0, 1, 0, 1, 918, 38, 820, 0, 0, 1
6, Run: 089, P, 0, 0, 1, 0, 1, 926, 37, 826, 0, 0, 1
6, Run: 090, P, 0, 0, 1, 0, 1, 918, 38, 820, 0, 0, 1
6, Run: 091, F, 26, 0, 0, 0, 0, 149, 0, 0, 1, 894, 0
6, Run: 092, P, 0, 0, 1, 0, 1, 942, 35, 838, 0, 0, 1
6, Run: 093, F, 36, 0, 0, 0, 0, 139, 0, 0, 1, 834, 0
6, Run: 094, P, 0, 0, 1, 0, 1, 846, 47, 766, 0, 0, 1
6, Run: 095, P, 0, 0, 1, 0, 1, 934, 36, 832, 0, 0, 1
6, Run: 096, P, 0, 0, 1, 0, 1, 918, 38, 820, 0, 0, 1
6, Run: 097, P, 32, 0, 0, 0, 0, 143, 0, 0, 1, 858, 0
6, Run: 098, P, 0, 0, 1, 0, 1, 790, 54, 724, 0, 0, 1
6, Run: 099, P, 31, 0, 0, 0, 0, 144, 0, 0, 1, 864, 0
6, Run: 100, P, 23, 0, 0, 0, 0, 152, 0, 0, 1, 912, 0
