Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, T6, R, U, L2, D, L3
INVAR-2, Run: 093, F, 100, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-2, Run: 094, F, 0, 100, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-2, Run: 095, F, 0, 0, 0, 100, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-2, Run: 096, F, 100, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-2, Run: 097, F, 0, 0, 0, 100, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-2, Run: 098, F, 0, 100, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-2, Run: 099, F, 0, 0, 0, 100, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-2, Run: 100, F, 0, 0, 0, 100, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 001, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 002, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 003, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 004, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 005, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 006, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 007, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 008, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 009, F, 0, 0, 0, 1000, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 010, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 011, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 012, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 013, F, 1000, 0, 0, 0, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 014, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 015, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 016, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 017, F, 1000, 0, 0, 0, 0, 98, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0
INVAR-3, Run: 018, F, 0, 1000, 0, 0, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 019, F, 0, 1000, 0, 0, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 020, F, 1000, 0, 0, 0, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 021, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 022, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 023, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 024, F, 0, 1000, 0, 0, 0, 97, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0
INVAR-3, Run: 025, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 026, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 027, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 028, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 029, F, 0, 1000, 0, 0, 1, 68, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 30, 0, 1
INVAR-3, Run: 030, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 031, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 032, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 033, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 034, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 035, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 036, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 037, F, 0, 0, 0, 1000, 0, 95, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0
INVAR-3, Run: 038, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 039, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 040, F, 0, 1000, 0, 0, 0, 98, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0
INVAR-3, Run: 041, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 042, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 043, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 044, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 045, F, 1000, 0, 0, 0, 0, 98, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1
INVAR-3, Run: 046, F, 1000, 0, 0, 0, 0, 95, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 3, 0, 2
INVAR-3, Run: 047, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 048, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 049, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 050, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 051, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 052, F, 1000, 0, 0, 0, 1, 84, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 12, 0, 3
INVAR-3, Run: 053, F, 1000, 0, 0, 0, 0, 97, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2
INVAR-3, Run: 054, F, 0, 1000, 0, 0, 0, 97, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3
INVAR-3, Run: 055, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 056, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 057, F, 1000, 0, 0, 0, 0, 88, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 10, 0, 2
INVAR-3, Run: 058, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 059, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 060, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 061, F, 0, 0, 0, 1000, 1, 98, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 062, F, 1000, 0, 0, 0, 0, 92, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 7, 0, 1
INVAR-3, Run: 063, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 064, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 065, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 066, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 067, F, 0, 1000, 0, 0, 1, 84, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 10, 0, 5
INVAR-3, Run: 068, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 069, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 070, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 071, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 072, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 073, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 074, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 075, F, 0, 0, 0, 1000, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 076, F, 0, 0, 0, 1000, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 077, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 078, F, 0, 0, 0, 1000, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 079, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 080, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 081, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 082, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 083, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 084, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 085, F, 0, 1000, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 086, F, 1000, 0, 0, 0, 0, 96, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 2, 0, 2
INVAR-3, Run: 087, F, 0, 1000, 0, 0, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 088, F, 0, 1000, 0, 0, 0, 99, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
INVAR-3, Run: 089, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 090, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 091, F, 0, 0, 0, 1000, 0, 93, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 6, 0, 1
INVAR-3, Run: 092, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 093, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 094, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 095, F, 0, 0, 0, 1000, 1, 46, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 35, 0, 18
INVAR-3, Run: 096, F, 0, 0, 0, 1000, 1, 79, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 18, 0, 2
INVAR-3, Run: 097, F, 1000, 0, 0, 0, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 098, F, 0, 0, 0, 1000, 0, 92, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 7, 0, 1
INVAR-3, Run: 099, F, 0, 0, 0, 1000, 0, 100, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
INVAR-3, Run: 100, F, 1000, 0, 0, 0, 0, 87, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 11, 0, 2
